 ITERATION:           19           1
 PARAMETERS PART
 RATIO  0.737589538    
 TIME INTERVAL   9.99999997E-07
 MICELLE LENGTH   37.9091568    
 PLATAEU   221.394333    
 Le   7.84694763E-08
 Lp   4.74063597E-08
 DATA PART
   1.08392686E-02   7.15168028E-07   5.94888290E-04
   1.17489770E-02   8.40249243E-07   6.44815329E-04
   1.27350315E-02   9.87206363E-07   6.98932447E-04
   1.38038425E-02   1.15986575E-06   7.57591333E-04
   1.49623547E-02   1.36272240E-06   8.21173249E-04
   1.62181016E-02   1.60105878E-06   8.90091411E-04
   1.75792370E-02   1.88107890E-06   9.64793551E-04
   1.90546066E-02   2.21007303E-06   1.04576489E-03
   2.06538048E-02   2.59660760E-06   1.13353191E-03
   2.23872121E-02   3.05074400E-06   1.22866442E-03
   2.42660996E-02   3.58430611E-06   1.33178069E-03
   2.63026766E-02   4.21118557E-06   1.44355092E-03
   2.85101850E-02   4.94770529E-06   1.56470155E-03
   3.09029557E-02   5.81303448E-06   1.69601862E-03
   3.34965438E-02   6.82970222E-06   1.83835637E-03
   3.63078006E-02   8.02417617E-06   1.99263846E-03
   3.93550098E-02   9.42755651E-06   2.15986813E-03
   4.26579528E-02   1.10763676E-05   2.34113075E-03
   4.62380983E-02   1.30135340E-05   2.53760372E-03
   5.01187295E-02   1.52894900E-05   2.75056413E-03
   5.43250367E-02   1.79634699E-05   2.98139290E-03
   5.88843636E-02   2.11050701E-05   3.23158922E-03
   6.38263375E-02   2.47960688E-05   3.50277848E-03
   6.91831037E-02   2.91325523E-05   3.79672111E-03
   7.49894232E-02   3.42273379E-05   4.11532214E-03
   8.12830478E-02   4.02130318E-05   4.46065003E-03
   8.81048962E-02   4.72454012E-05   4.83494578E-03
   9.54992622E-02   5.55074002E-05   5.24063315E-03
  0.103514217       6.52139788E-05   5.68034360E-03
  0.112201847       7.66176308E-05   6.15692511E-03
  0.121618591       9.00149607E-05   6.67346222E-03
  0.131825671       1.05754341E-04   7.23329838E-03
  0.142889410       1.24245023E-04   7.84005318E-03
  0.154881656       1.45967482E-04   8.49764235E-03
  0.167880416       1.71486347E-04   9.21031460E-03
  0.181970075       2.01464267E-04   9.98265576E-03
  0.197242275       2.36679800E-04   1.08196428E-02
  0.213796198       2.78046762E-04   1.17266467E-02
  0.231739476       3.26638256E-04   1.27094872E-02
  0.251188636       3.83713603E-04   1.37744471E-02
  0.272270143       4.50751395E-04   1.49283204E-02
  0.295120955       5.29486220E-04   1.61784403E-02
  0.319889516       6.21953222E-04   1.75327212E-02
  0.346736878       7.30539963E-04   1.89997051E-02
  0.375837415       8.58045416E-04   2.05885824E-02
  0.407380283       1.00775145E-03   2.23092511E-02
  0.441570461       1.18350214E-03   2.41723545E-02
  0.478630096       1.38980115E-03   2.61893068E-02
  0.518800020       1.63191883E-03   2.83723306E-02
  0.562341332       1.91602111E-03   3.07345092E-02
  0.609536886       2.24931398E-03   3.32897678E-02
  0.660693467       2.64021452E-03   3.60529236E-02
  0.716143429       3.09853884E-03   3.90396565E-02
  0.776247144       3.63572664E-03   4.22664955E-02
  0.841395140       4.26508440E-03   4.57507633E-02
  0.912010849       5.00206789E-03   4.95105013E-02
  0.988553107       5.86458994E-03   5.35643212E-02
   1.07151937       6.87336084E-03   5.79312518E-02
   1.16144860       8.05225968E-03   6.26304299E-02
   1.25892544       9.42872651E-03   6.76808432E-02
   1.36458313       1.10341748E-02   7.31007978E-02
   1.47910845       1.29043860E-02   7.89074302E-02
   1.60324550       1.50799090E-02   8.51159319E-02
   1.73780084       1.76063851E-02   9.17387158E-02
   1.88364911       2.05348060E-02   9.87843499E-02
   2.04173803       2.39215996E-02  0.106256261    
   2.21309471       2.78285276E-02  0.114151336    
   2.39883280       3.23222987E-02  0.122458227    
   2.60015965       3.74737978E-02  0.131155610    
   2.81838298       4.33568284E-02  0.140210226    
   3.05492115       5.00463396E-02  0.149575174    
   3.31131101       5.76159656E-02  0.159188077    
   3.58921933       6.61349520E-02  0.168969944    
   3.89045167       7.56643489E-02  0.178824350    
   4.21696520       8.62527117E-02  0.188637689    
   4.57088232       9.79314670E-02  0.198280618    
   4.95450163      0.110710211      0.207610577    
   5.37031841      0.124572523      0.216476098    
   5.82103205      0.139472380      0.224722430    
   6.30957365      0.155332640      0.232198283    
   6.83911705      0.172044680      0.238763630    
   7.41310263      0.189470887      0.244297370    
   8.03526211      0.207449257      0.248704702    
   8.70963573      0.225799918      0.251922697    
   9.44060898      0.244333595      0.253924251    
   10.2329292      0.262860507      0.254718959    
   11.0917473      0.281199336      0.254351884    
   12.0226460      0.299185187      0.252899289    
   13.0316677      0.316675484      0.250462860    
   14.1253748      0.333554208      0.247162804    
   15.3108768      0.349733442      0.243130371    
   16.5958710      0.365152717      0.238501310    
   17.9887085      0.379777491      0.233410060    
   19.4984436      0.393595845      0.227985129    
   21.1348934      0.406615257      0.222346187    
   22.9086781      0.418858886      0.216601998    
   24.8313293      0.430362731      0.210849285    
   26.9153519      0.441172570      0.205172390    
   29.1742725      0.451341569      0.199643075    
   31.6227760      0.460928261      0.194320902    
   34.2767754      0.469994754      0.189253256    
   37.1535263      0.478604913      0.184475929    
   40.2717056      0.486822814      0.180013746    
   43.6515808      0.494711578      0.175880834    
   47.3151321      0.502331853      0.172081620    
   51.2861443      0.509740710      0.168611556    
   55.5904274      0.516990483      0.165457994    
   60.2559547      0.524127662      0.162601262    
   65.3130646      0.531192183      0.160015985    
   70.7945786      0.538216293      0.157672435    
   76.7361450      0.545224428      0.155538306    
   83.1763916      0.552232862      0.153580412    
   90.1571198      0.559250236      0.151766747    
   97.7237244      0.566278219      0.150067985    
   105.925392      0.573312879      0.148459136    
   114.815346      0.580346465      0.146920502    
   124.451469      0.587369204      0.145438060    
   134.896317      0.594371080      0.144003481    
   146.217697      0.601343572      0.142613336    
   158.489334      0.608281195      0.141268075    
   171.790894      0.615182161      0.139970660    
   186.208710      0.622048736      0.138724998    
   201.836670      0.628887892      0.137534365    
   218.776123      0.635710359      0.136400029    
   237.137375      0.642529726      0.135319799    
   257.039642      0.649362266      0.134286895    
   278.612061      0.656224251      0.133289203    
   301.995178      0.663131356      0.132308677    
   327.340759      0.670095861      0.131321609    
   354.813354      0.677125454      0.130299136    
   384.591827      0.684221148      0.129208580    
   416.869507      0.691375911      0.128015295    
   451.855927      0.698573947      0.126684994    
   489.778870      0.705791056      0.125186160    
   530.884338      0.712994695      0.123492621    
   575.439941      0.720146358      0.121585675    
   623.734924      0.727202833      0.119455703    
   676.082886      0.734119534      0.117103137    
   732.824524      0.740852892      0.114538431    
   794.328430      0.747362733      0.111781523    
   860.993652      0.753614664      0.108860403    
   933.254333      0.759581923      0.105809130    
   1011.57971      0.765245974      0.102665819    
   1096.47815      0.770597100       9.94702280E-02
   1188.50232      0.775634289       9.62616056E-02
   1288.25000      0.780363739       9.30767730E-02
   1396.36829      0.784798443       8.99486691E-02
   1513.56152      0.788956106       8.69052187E-02
   1640.58948      0.792857468       8.39690119E-02
   1778.27942      0.796525002       8.11571181E-02
   1927.52527      0.799981594       7.84816146E-02
   2089.29590      0.803249121       7.59502202E-02
   2264.64429      0.806347668       7.35672265E-02
   2454.70947      0.809295595       7.13345781E-02
   2660.72485      0.812109172       6.92527518E-02
   2884.03174      0.814802647       6.73215762E-02
   3126.08032      0.817389131       6.55408427E-02
   3388.44141      0.819881082       6.39106557E-02
   3672.82349      0.822290480       6.24314249E-02
   3981.07080      0.824630141       6.11037798E-02
   4315.19043      0.826913297       5.99281341E-02
   4677.35205      0.829154313       5.89042529E-02
   5069.90625      0.831368446       5.80307581E-02
   5495.40869      0.833571732       5.73045574E-02
   5956.62256      0.835780799       5.67204915E-02
   6456.54150      0.838012159       5.62710203E-02
   6998.42041      0.840281427       5.59460707E-02
   7585.77783      0.842603266       5.57331294E-02
   8222.42578      0.844990373       5.56174070E-02
   8912.51074      0.847452879       5.55823185E-02
   9660.51172      0.849998355       5.56099713E-02
   10471.2852      0.852631330       5.56818135E-02
   11350.1035      0.855352998       5.57793938E-02
   12302.6924      0.858162105       5.58849350E-02
   13335.2139      0.861054659       5.59820011E-02
   14454.3926      0.864024758       5.60558364E-02
   15667.5166      0.867065132       5.60935624E-02
   16982.4375      0.870167851       5.60841374E-02
   18407.7148      0.873324871       5.60180470E-02
   19952.6328      0.876528084       5.58868833E-02
   21627.1875      0.879769504       5.56828491E-02
   23442.2812      0.883041143       5.53983562E-02
