DWS Measurement v9.2.8 
08/23/18 10:56:45 AM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	120
Echo Duration (s):	60
Wavelength (nm):	685.0
Temperature (°C):	40.00
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.328
Particle Radius (nm):	300.0
l* (microns):	814.52
Mean Count Rate (kHz):	126.3


Lag time (s)	g2-1

1.250000E-8	0.976106
2.500000E-8	0.963044
3.750000E-8	1.000859
5.000000E-8	0.994031
6.250000E-8	0.995109
7.500000E-8	1.011548
8.750000E-8	0.997703
1.000000E-7	0.995708
1.125000E-7	1.009406
1.250000E-7	1.018398
1.375000E-7	0.987467
1.500000E-7	1.013080
1.625000E-7	1.004619
1.750000E-7	1.012595
1.875000E-7	1.008745
2.000000E-7	0.987889
2.125000E-7	1.010179
2.375000E-7	1.006828
2.625000E-7	0.990832
2.875000E-7	0.989328
3.125000E-7	0.993444
3.375000E-7	0.996167
3.625000E-7	1.005313
3.875000E-7	0.996102
4.125000E-7	0.990107
4.625000E-7	0.995061
5.125000E-7	0.990533
5.625000E-7	0.992709
6.125000E-7	0.996235
6.625000E-7	0.989093
7.125000E-7	0.993897
7.625000E-7	0.989986
8.125000E-7	0.987243
9.125000E-7	0.993224
1.012500E-6	0.983223
1.112500E-6	0.982892
1.212500E-6	0.987630
1.312500E-6	0.990850
1.412500E-6	0.987854
1.512500E-6	0.986803
1.612500E-6	0.988201
1.812500E-6	0.991624
2.012500E-6	0.981102
2.212500E-6	0.983148
2.412500E-6	0.982197
2.612500E-6	0.981181
2.812500E-6	0.982456
3.012500E-6	0.982209
3.212500E-6	0.983130
3.612500E-6	0.981677
4.012500E-6	0.971414
4.412500E-6	0.971169
4.812500E-6	0.977712
5.212500E-6	0.971365
5.612500E-6	0.966875
6.012500E-6	0.970445
6.412500E-6	0.965029
7.212500E-6	0.962303
8.012500E-6	0.963511
8.812500E-6	0.961304
9.612500E-6	0.961874
1.041250E-5	0.955253
1.121250E-5	0.956632
1.201250E-5	0.952761
1.281250E-5	0.954465
1.441250E-5	0.949831
1.601250E-5	0.949134
1.761250E-5	0.948515
1.921250E-5	0.945327
2.081250E-5	0.943825
2.241250E-5	0.943187
2.401250E-5	0.941423
2.561250E-5	0.937724
2.881250E-5	0.935108
3.201250E-5	0.932970
3.521250E-5	0.929251
3.841250E-5	0.928728
4.161250E-5	0.927679
4.481250E-5	0.924563
4.801250E-5	0.921696
5.121250E-5	0.919256
5.761250E-5	0.917252
6.401250E-5	0.914427
7.041250E-5	0.911086
7.681250E-5	0.909895
8.321250E-5	0.908404
8.961250E-5	0.905766
9.601250E-5	0.904996
0.000102	0.904455
0.000115	0.900351
0.000128	0.898945
0.000141	0.896759
0.000154	0.894604
0.000166	0.892943
0.000179	0.891338
0.000192	0.889723
0.000205	0.888815
0.000230	0.886670
0.000256	0.884691
0.000282	0.882379
0.000307	0.881321
0.000333	0.879602
0.000358	0.877509
0.000384	0.876372
0.000410	0.875415
0.000461	0.872751
0.000512	0.871176
0.000563	0.869340
0.000614	0.867812
0.000666	0.865926
0.000717	0.864132
0.000768	0.863434
0.000819	0.861956
0.000922	0.859609
0.001024	0.857493
0.001126	0.855539
0.001229	0.853355
0.001331	0.851945
0.001434	0.849956
0.001536	0.848458
0.001638	0.846896
0.001843	0.843654
0.002048	0.840792
0.002253	0.838154
0.002458	0.835203
0.002662	0.832613
0.002867	0.830203
0.003072	0.828245
0.003277	0.826315
0.003686	0.821904
0.004096	0.817605
0.004506	0.813474
0.004915	0.809570
0.005325	0.805735
0.005734	0.802128
0.006144	0.798803
0.006554	0.795661
0.007373	0.788443
0.008192	0.781535
0.009011	0.774769
0.009830	0.767843
0.010650	0.761085
0.011469	0.754690
0.012288	0.748374
0.013107	0.742999
0.014746	0.730830
0.016384	0.718921
0.018022	0.707763
0.019661	0.695983
0.021299	0.684589
0.022938	0.673028
0.024576	0.661260
0.026214	0.651316
0.029491	0.629415
0.032768	0.608273
0.036045	0.587954
0.039322	0.568840
0.042598	0.550114
0.045875	0.531541
0.049152	0.513249
0.052429	0.497828
0.058982	0.464856
0.065536	0.433944
0.072090	0.405015
0.078643	0.377469
0.085197	0.349731
0.091750	0.323584
0.098304	0.299865
0.104858	0.276579
0.117965	0.208494
0.131072	0.165071
0.144179	0.122598
0.157286	0.087509
0.170394	0.062623
0.183501	0.040587
0.196608	0.029883
0.209715	0.023969
0.235930	0.012261
0.262144	0.005837
0.288358	0.004091
0.314573	0.002348
0.340787	0.001086
0.367002	0.000635
0.393216	9.019739E-5
0.419430	0.000126
0.471859	7.682044E-8
0.524288	-0.000172
0.576717	6.402241E-5
0.629146	0.000512
0.681574	0.002872
0.734003	0.010786
0.786432	0.010906
0.838861	0.007779
0.943718	0.001538
1.048576	0.005121
1.153434	0.009308
1.258291	0.000777
1.363149	0.005306
1.468006	0.006542
1.572864	0.003865
1.677722	0.004410
1.887437	0.005450
2.097152	0.010970
2.306867	0.003357
2.516582	0.018934
2.726298	0.034777
2.936013	0.021744
3.145728	0.000821
3.355443	0.013140
3.774874	0.012542
4.194304	0.001695
4.613734	0.012527
5.033165	0.008774
5.452595	0.011052
5.872026	0.011052
6.291456	0.011052
6.710886	NaN
7.549747	NaN
8.388608	NaN
9.227469	NaN
10.066330	NaN
10.905190	NaN
11.744051	NaN
12.582912	NaN
13.421773	NaN
15.099494	NaN
16.777216	NaN
18.454938	NaN
20.132659	NaN
21.810381	NaN
23.488102	NaN
25.165824	NaN
26.843546	NaN
30.198989	NaN
33.554432	NaN
36.909875	NaN
40.265318	NaN
43.620762	NaN
46.976205	NaN
50.331648	NaN
53.687091	NaN
60.397978	NaN
67.108864	NaN
73.819750	NaN
80.530637	NaN
87.241523	NaN
93.952410	NaN
100.663296	NaN
107.374182	NaN
120.795955	NaN
134.217728	NaN
147.639501	NaN
161.061274	NaN
174.483046	NaN
187.904819	NaN
201.326592	NaN
214.748365	NaN
241.591910	NaN
268.435456	NaN
295.279002	NaN
322.122547	NaN
348.966093	NaN
375.809638	NaN
402.653184	NaN
429.496730	NaN
483.183821	NaN
536.870912	NaN
590.558003	NaN
644.245094	NaN
697.932186	NaN
751.619277	NaN
805.306368	NaN
858.993459	NaN
966.367642	NaN
1073.741824	NaN
1181.116006	NaN
1288.490189	NaN
1395.864371	NaN
1503.238554	NaN
1610.612736	NaN
1717.986918	NaN
1932.735283	NaN
2147.483648	NaN
2362.232013	NaN
2576.980378	NaN
2791.728742	NaN
3006.477107	NaN
3221.225472	NaN
3435.973837	NaN
3865.470566	NaN
4294.967296	NaN
4724.464026	NaN
5153.960755	NaN
5583.457485	NaN
6012.954214	NaN
6442.450944	NaN
6871.947674	NaN
7730.941133	NaN
8589.934592	NaN
9448.928051	NaN
10307.921510	NaN
11166.914970	NaN
12025.908429	NaN
12884.901888	NaN
13743.895347	NaN
15461.882266	NaN
17179.869184	NaN
18897.856102	NaN
20615.843021	NaN
22333.829939	NaN
24051.816858	NaN
25769.803776	NaN
27487.790694	NaN
30923.764531	NaN
34359.738368	NaN
37795.712205	NaN
41231.686042	NaN
44667.659878	NaN
48103.633715	NaN
51539.607552	NaN


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

6.425000	166.074258
13.385000	119.139027
20.353000	145.646386
27.135000	123.181917
34.104000	206.432390
41.063000	95.737933
48.033000	103.523401
54.993000	145.505714
61.965000	123.597037
68.934000	128.608736
75.894000	132.705251
82.862000	109.541782
89.824000	101.391464
96.794000	128.728001
103.761000	101.560615
110.722000	124.284875
117.690000	100.474648
124.463000	116.015882

Measurement Notes:

