DWS Measurement v9.2.8 
08/23/18 1:21:18 PM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	120
Echo Duration (s):	60
Wavelength (nm):	685.0
Temperature (°C):	19.99
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	135.262
Solvent:	Water
Solvent Refractive Index:	1.329
Particle Radius (nm):	300.0
l* (microns):	855.27
Mean Count Rate (kHz):	120.0


Lag time (s)	g2-1

1.250000E-8	1.001526
2.500000E-8	1.001170
3.750000E-8	1.002419
5.000000E-8	0.990176
6.250000E-8	1.002280
7.500000E-8	1.007282
8.750000E-8	0.998091
1.000000E-7	0.999225
1.125000E-7	1.003371
1.250000E-7	1.006093
1.375000E-7	1.005160
1.500000E-7	0.996600
1.625000E-7	0.980093
1.750000E-7	1.003225
1.875000E-7	0.993900
2.000000E-7	0.993604
2.125000E-7	1.000921
2.375000E-7	0.985599
2.625000E-7	1.000625
2.875000E-7	0.990111
3.125000E-7	0.995288
3.375000E-7	1.003472
3.625000E-7	0.984219
3.875000E-7	0.990938
4.125000E-7	0.999967
4.625000E-7	0.985363
5.125000E-7	0.984861
5.625000E-7	0.989286
6.125000E-7	0.988685
6.625000E-7	0.980908
7.125000E-7	0.989878
7.625000E-7	0.984998
8.125000E-7	0.985911
9.125000E-7	0.991527
1.012500E-6	0.989632
1.112500E-6	0.991200
1.212500E-6	0.988608
1.312500E-6	0.984017
1.412500E-6	0.993325
1.512500E-6	0.993958
1.612500E-6	0.992191
1.812500E-6	0.989937
2.012500E-6	0.984259
2.212500E-6	0.983957
2.412500E-6	0.980768
2.612500E-6	0.978853
2.812500E-6	0.979227
3.012500E-6	0.984436
3.212500E-6	0.986998
3.612500E-6	0.982391
4.012500E-6	0.979358
4.412500E-6	0.978041
4.812500E-6	0.978852
5.212500E-6	0.975604
5.612500E-6	0.975546
6.012500E-6	0.971670
6.412500E-6	0.972587
7.212500E-6	0.968892
8.012500E-6	0.969292
8.812500E-6	0.964698
9.612500E-6	0.966620
1.041250E-5	0.962795
1.121250E-5	0.962684
1.201250E-5	0.962410
1.281250E-5	0.959517
1.441250E-5	0.959019
1.601250E-5	0.955269
1.761250E-5	0.956103
1.921250E-5	0.953198
2.081250E-5	0.952612
2.241250E-5	0.951680
2.401250E-5	0.948686
2.561250E-5	0.946128
2.881250E-5	0.941265
3.201250E-5	0.938493
3.521250E-5	0.937345
3.841250E-5	0.935877
4.161250E-5	0.933549
4.481250E-5	0.931754
4.801250E-5	0.927293
5.121250E-5	0.925476
5.761250E-5	0.923498
6.401250E-5	0.920080
7.041250E-5	0.916005
7.681250E-5	0.913334
8.321250E-5	0.911131
8.961250E-5	0.908506
9.601250E-5	0.905271
0.000102	0.904420
0.000115	0.900596
0.000128	0.897214
0.000141	0.894301
0.000154	0.890792
0.000166	0.888688
0.000179	0.887052
0.000192	0.884112
0.000205	0.882134
0.000230	0.878588
0.000256	0.875776
0.000282	0.872704
0.000307	0.869944
0.000333	0.868118
0.000358	0.866132
0.000384	0.864393
0.000410	0.863095
0.000461	0.860309
0.000512	0.857768
0.000563	0.855135
0.000614	0.853020
0.000666	0.851250
0.000717	0.849783
0.000768	0.848694
0.000819	0.847520
0.000922	0.845137
0.001024	0.843072
0.001126	0.841616
0.001229	0.840232
0.001331	0.838785
0.001434	0.837720
0.001536	0.837217
0.001638	0.836174
0.001843	0.834626
0.002048	0.833185
0.002253	0.832076
0.002458	0.831033
0.002662	0.829631
0.002867	0.828696
0.003072	0.827820
0.003277	0.826960
0.003686	0.825617
0.004096	0.824343
0.004506	0.823331
0.004915	0.822502
0.005325	0.821821
0.005734	0.821194
0.006144	0.820617
0.006554	0.820154
0.007373	0.818999
0.008192	0.818094
0.009011	0.817415
0.009830	0.817456
0.010650	0.817073
0.011469	0.816642
0.012288	0.816348
0.013107	0.816292
0.014746	0.816797
0.016384	0.817230
0.018022	0.817438
0.019661	0.816788
0.021299	0.814861
0.022938	0.812642
0.024576	0.811324
0.026214	0.811384
0.029491	0.812291
0.032768	0.813293
0.036045	0.812404
0.039322	0.811272
0.042598	0.809468
0.045875	0.809012
0.049152	0.810131
0.052429	0.809973
0.058982	0.807447
0.065536	0.807371
0.072090	0.806889
0.078643	0.804924
0.085197	0.805740
0.091750	0.803876
0.098304	0.802840
0.104858	0.803285
0.117965	0.801175
0.131072	0.799552
0.144179	0.798086
0.157286	0.796914
0.170394	0.795060
0.183501	0.793674
0.399815	0.773658
0.599722	0.753868
0.799630	0.735701
0.999537	0.721004
1.199445	0.704170
1.399352	0.688596
1.599260	0.675288
1.799167	0.661639
1.999074	0.646697
2.198982	0.631839
2.398889	0.618307
2.598797	0.606121
2.798704	0.591701
2.998612	0.578841
3.198519	0.568129
3.398426	0.555945
3.598334	0.541909
3.798241	0.529493
3.998149	0.518815
4.198056	0.510258
4.397964	0.499198
4.597871	0.486353
4.797779	0.478570
4.997686	0.466111
5.197593	0.458905
5.397501	0.450044
5.597408	0.439730
5.797316	0.432030
5.997223	0.421054
6.197131	0.413200
6.397038	0.404731
6.596946	0.396976
6.796853	0.389128
6.996760	0.382697
7.196668	0.374379
7.396575	0.368438
7.596483	0.360083
7.796390	0.352667
7.996298	0.347316
8.196205	0.343034
8.396112	0.334108
8.596020	0.327710
8.795927	0.320899
8.995835	0.313283
9.195742	0.309405
9.395650	0.302863
9.595557	0.295817
9.795465	0.291911
9.995372	0.288695
10.195279	0.280628
10.395187	0.276178
10.595094	0.268672
10.795002	0.263048
10.994909	0.260911
11.194817	0.253988
11.394724	0.248061
11.594632	0.244911
11.794539	0.239024
11.994446	0.236205
12.194354	0.233005
12.394261	0.227848
12.594169	0.223338
12.794076	0.220395


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

6.419000	269.579492
13.390000	109.266265
20.349000	29.864598
27.310000	98.381617
34.269000	90.857765
41.241000	37.268738
48.209000	311.158681
55.168000	109.023954
62.140000	40.828978
69.109000	39.806980
76.068000	60.773867
83.037000	313.526510
89.999000	132.966764
96.966000	32.971038
103.928000	118.628340
110.898000	70.359992
117.866000	98.035945
124.827000	155.979450
125.456146	118.911684
126.504722	117.826144
127.553298	119.354531
128.392158	118.561564
129.440734	118.348152
130.489310	117.378647
131.537886	116.434542
132.586462	116.121633
133.635038	117.122623
134.473899	115.266173
135.522475	115.553870
136.571051	116.495287
137.619627	117.744497
138.668203	117.382060
139.716779	117.906184
140.765355	117.752940
141.813931	118.267124
142.652792	117.467662
143.701368	117.001621
144.749944	115.409084
145.798520	116.568457
146.847096	116.396954
147.895672	114.995694
148.944248	116.745570
149.992824	117.170759
151.041400	117.394065
151.880261	116.965463
152.928837	117.617875
153.977413	117.398639
155.025989	116.765105
156.074565	117.707410
157.123141	117.038140
158.171717	117.225781
159.220293	115.636001
160.268869	118.015837
161.107730	117.604327
162.156306	118.961530
163.204882	116.564677
164.253458	118.031011
165.302034	117.203579
166.350610	117.780914
167.399186	118.464726
168.447762	117.842381
169.286622	118.821678
170.335198	118.152119
171.383774	118.744316
172.432350	119.619009
173.480926	119.354143
174.529502	118.370149
175.578078	118.723619
176.626654	119.120156
177.675230	117.631745
178.514091	118.659641
179.562667	117.528609
180.611243	117.580485
181.659819	118.933075
182.708395	118.877421
183.756971	116.519983
184.805547	119.796408

Measurement Notes:

