          22   2.1999999944455340E-005  0.89925689363306061     
          23   2.2999999941930582E-005  0.89821818841525025     
          24   2.3999999939405825E-005  0.89720950758542362     
          25   2.4999999936881068E-005  0.89623026303556275     
          26   2.5999999934356310E-005  0.89527753559197554     
          27   2.6999999931831553E-005  0.89435221624295569     
          28   2.7999999929306796E-005  0.89345321905913466     
          29   2.8999999926782039E-005  0.89258002771851153     
          30   2.9999999924257281E-005  0.89172652250191242     
          31   3.0999999921732524E-005  0.89089247356639678     
          32   3.1999999919207767E-005  0.89007630816241157     
          33   3.2999999916683009E-005  0.88927784335087412     
          34   3.3999999914158252E-005  0.88849883754835923     
          35   3.4999999911633495E-005  0.88773716967201455     
          36   3.5999999909108737E-005  0.88699243334445355     
          37   3.6999999906583980E-005  0.88626171710610713     
          38   3.7999999904059223E-005  0.88554310916104884     
          39   3.8999999901534466E-005  0.88483830968187538     
          40   3.9999999899009708E-005  0.88414863293758417     
          41   4.0999999896484951E-005  0.88346967771107454     
          42   4.1999999893960194E-005  0.88280331661110512     
          43   4.2999999891435436E-005  0.88214593876969372     
          44   4.3999999888910679E-005  0.88150292993073309     
          45   4.4999999886385922E-005  0.88086966517489784     
          46   4.5999999883861165E-005  0.88024646050932531     
          47   4.6999999881336407E-005  0.87963270936385063     
          48   4.7999999878811650E-005  0.87902929746922098     
          49   4.8999999876286893E-005  0.87843665081637223     
          50   4.9999999873762135E-005  0.87785355884027982     
          51   5.0999999871237378E-005  0.87728000279862639     
          52   5.1999999868712621E-005  0.87671737560784113     
          53   5.2999999866187864E-005  0.87615955756299368     
          54   5.3999999863663106E-005  0.87560867699305278     
          55   5.4999999861138349E-005  0.87506626506357221     
          56   5.5999999858613592E-005  0.87452690918069875     
          57   5.6999999856088834E-005  0.87399478711642031     
          58   5.7999999853564077E-005  0.87346957677700632     
          59   5.8999999851039320E-005  0.87294849401038799     
          60   5.9999999848514562E-005  0.87243196360997777     
          61   6.0999999845989805E-005  0.87192227173727754     
          62   6.1999999843465048E-005  0.87141993799576711     
          63   6.2999999840940291E-005  0.87092535481484512     
          64   6.3999999838415533E-005  0.87043749860659880     
          65   6.4999999835890776E-005  0.86995425433922269     
          66   6.5999999833366019E-005  0.86947789271416553     
          67   6.6999999830841261E-005  0.86900370833481810     
          68   6.7999999828316504E-005  0.86853306593272539     
          69   6.8999999825791747E-005  0.86806949442695047     
          70   6.9999999823266990E-005  0.86761078480860665     
          71   7.0999999820742232E-005  0.86715592462413094     
