 ITERATION:            1           1
   7.40054995E-02   1.62521665E-05
   7.52068870E-03   2.96483868E-05
   2.92739109E-03   6.87841166E-05
   1.54000788E-03   1.02878432E-04
   7.29132583E-03   1.82347081E-04
   9.39908475E-02   3.11053125E-04
   5.59548326E-02   8.51643912E-04
   7.02235475E-03   1.32054312E-03
   8.30070972E-02   2.92054494E-03
   4.16048728E-02   6.10545417E-03
   1.40766455E-02   1.20863570E-02
   9.04452577E-02   1.47566814E-02
  0.258193702       4.62805852E-02
  0.188920230       5.66689447E-02
 GA ERROR IS   9.12855752E-03
 ITERATION:            1           2
   4.54959422E-02   9.69324719E-06
   6.81748707E-03   1.92652769E-05
   5.25301658E-02   4.41711054E-05
   8.17721430E-03   1.05970939E-04
   4.74770889E-02   1.50501146E-04
   5.83421476E-02   3.36314115E-04
   5.74251451E-02   9.42023471E-04
   2.11736877E-02   1.85851369E-03
   2.42207367E-02   2.24931259E-03
   8.00190642E-02   5.03775897E-03
  0.132070258       1.39638670E-02
   1.74028650E-02   2.56133117E-02
  0.138332218       6.41987324E-02
  0.263508707       7.01743513E-02
 GA ERROR IS   1.19492188E-02
 ITERATION:            1           3
   3.04197930E-02   1.19267306E-05
   7.74813956E-03   2.15996351E-05
   1.98293244E-03   3.85543935E-05
   8.53353441E-02   8.18544067E-05
   4.84229364E-02   2.59475783E-04
   1.85951665E-02   3.13053693E-04
   9.47018061E-03   8.67188850E-04
   6.49279654E-02   1.76546781E-03
   6.81788623E-02   2.34485767E-03
   3.70246582E-02   4.77263425E-03
   7.04247877E-02   7.40987388E-03
   6.72014654E-02   1.95564236E-02
   4.08520997E-02   3.63977551E-02
  0.365431428       5.60326427E-02
 GA ERROR IS   9.12140030E-03
 ITERATION:            2           1
   8.94690230E-02   1.00838051E-05
   8.33948702E-03   3.11419462E-05
   1.32906279E-02   7.38017698E-05
   2.86481120E-02   1.09895969E-04
   6.35245815E-02   1.61901160E-04
   7.56951608E-03   3.48598667E-04
   7.84262344E-02   1.28949317E-03
   1.20931044E-02   1.47084694E-03
  0.142834589       4.62169060E-03
   1.12035153E-02   8.26695841E-03
  0.103186585       2.07229834E-02
   2.66860072E-02   3.48292030E-02
   1.12746097E-02   4.80681174E-02
  0.386259854      0.103085607    
 GA ERROR IS   9.04587004E-03
 ITERATION:            2           2
   3.45842093E-02   1.63398563E-05
   3.72643257E-03   2.07506582E-05
   3.45372856E-02   5.68642645E-05
   5.09039983E-02   8.82175009E-05
   2.49642879E-03   1.99527305E-04
   2.31252667E-02   4.74935136E-04
   7.89491609E-02   7.75473367E-04
   9.79293883E-03   1.59009884E-03
   9.22881812E-02   2.31736293E-03
   6.24736995E-02   6.85235346E-03
   4.02788371E-02   1.59057081E-02
   6.66605979E-02   1.91935394E-02
  0.104905441       5.16161770E-02
  0.324831635       7.60345757E-02
 GA ERROR IS   1.06509002E-02
 ITERATION:            2           3
   3.05211730E-02   1.32144014E-05
   9.09742638E-02   2.15477139E-05
   1.13742426E-03   5.38590721E-05
   1.31672155E-03   9.41677572E-05
   7.46515244E-02   2.42364651E-04
   4.52962471E-03   3.10352247E-04
   2.33648112E-03   7.95632426E-04
   1.64493863E-02   1.42456021E-03
  0.178726584       2.42748950E-03
   3.45636234E-02   5.10874717E-03
   3.46247619E-03   8.43314175E-03
   3.47288884E-02   2.61448007E-02
  0.376281351       5.05716354E-02
   9.33406129E-02   7.06523657E-02
 GA ERROR IS   1.07440855E-02
 ITERATION:            3           1
   4.15890068E-02   1.19997876E-05
   1.73056833E-02   2.74429804E-05
   9.75367706E-03   6.77438948E-05
   5.51967137E-02   9.05584966E-05
   2.24890634E-02   2.77072744E-04
   1.34426355E-02   4.73965192E-04
   9.84402969E-02   1.06168049E-03
   1.70560405E-02   1.63113209E-03
  0.147726312       4.42538736E-03
   3.88796777E-02   7.18574459E-03
   2.54282937E-03   9.16846190E-03
   2.30803750E-02   2.02446394E-02
   1.72512401E-02   6.62573352E-02
  0.418646008       7.14813247E-02
 GA ERROR IS   2.76336893E-02
 ITERATION:            3           2
   4.09084372E-02   1.42854487E-05
   3.40317413E-02   2.32726888E-05
   3.42425797E-03   6.70867594E-05
   9.19776876E-03   7.39483439E-05
   9.48671065E-03   1.61249394E-04
   5.95960617E-02   2.96945509E-04
   8.58849436E-02   7.34983652E-04
   6.13375269E-02   1.93716493E-03
   5.62574714E-03   2.52035423E-03
   9.99365821E-02   7.49575626E-03
   7.73601457E-02   1.10072307E-02
   1.19116316E-02   2.62129661E-02
   4.18788828E-02   3.22666056E-02
  0.383752167       6.59147874E-02
 GA ERROR IS   8.75016674E-03
 ITERATION:            4           1
   4.71548699E-02   1.11483769E-05
   2.86250357E-02   2.50618450E-05
   2.70809457E-02   7.12067122E-05
   3.19604273E-03   8.10525598E-05
   5.60517423E-02   2.17435925E-04
   1.24989245E-02   3.57289478E-04
   7.29000941E-02   6.61819417E-04
   1.78067368E-02   1.82821299E-03
   7.65258372E-02   2.39128759E-03
   2.61267517E-02   5.17290924E-03
  0.168912202       1.03160469E-02
   2.98555717E-02   2.88844146E-02
   2.15117484E-02   6.12827688E-02
  0.334183306       7.07190484E-02
 GA ERROR IS   1.33363204E-02
 ITERATION:            4           2
   1.48193585E-02   9.54737880E-06
  0.123868860       1.95909543E-05
   1.16317477E-02   6.07300171E-05
   5.08720195E-03   1.25442908E-04
   1.12374639E-02   2.60076311E-04
   5.41259386E-02   3.91554553E-04
   2.15509906E-02   7.76704284E-04
   8.10565278E-02   1.25308766E-03
   6.79516494E-02   3.55975982E-03
   2.79074647E-02   4.74478072E-03
  0.139261842       1.24102738E-02
   1.68678146E-02   2.73742843E-02
   4.13935632E-02   6.11518174E-02
  0.344030708       6.61499202E-02
 GA ERROR IS   1.65311098E-02
 ITERATION:            5           1
   3.44367772E-02   1.23989321E-05
   6.14499487E-02   2.45436859E-05
   4.12148517E-03   4.45571277E-05
   2.99661141E-02   7.65583682E-05
   1.93839930E-02   1.75858819E-04
   3.25928256E-02   3.01562133E-04
  0.105318151       6.14853459E-04
   8.11729357E-02   2.07812898E-03
   2.47124787E-02   2.53775925E-03
   5.59458733E-02   8.11008550E-03
  0.115419649       1.38635878E-02
   5.47652468E-02   2.32987031E-02
   3.24523598E-02   4.53782603E-02
  0.287283987       6.98571876E-02
 GA ERROR IS   1.05557516E-02
 ITERATION:            6           1
   4.75459918E-02   1.33653075E-05
   9.61312000E-03   3.50833216E-05
   3.99309434E-02   6.11806317E-05
   7.36537352E-02   1.00947495E-04
   1.09921470E-02   1.40803342E-04
   3.16011510E-03   4.05807223E-04
   6.33227900E-02   9.11245705E-04
   7.68175796E-02   1.03110482E-03
   6.00590818E-02   2.40298663E-03
   5.60346879E-02   5.80624724E-03
   7.38583356E-02   1.03759803E-02
   6.92516640E-02   1.46998931E-02
   2.67966557E-02   4.77718860E-02
  0.311136305       5.25852479E-02
 GA ERROR IS   1.95363294E-02
 ITERATION:            6           2
   7.17410445E-02   1.67706276E-05
   2.84345895E-02   3.03053785E-05
   1.83032881E-02   6.83122926E-05
   9.02703498E-03   9.04682602E-05
   1.21077131E-02   1.59028044E-04
   9.54908356E-02   3.00170243E-04
   1.22977486E-02   5.30864228E-04
   1.30915912E-02   1.42362202E-03
   7.36408457E-02   3.08447517E-03
