 LOOP           1
 PARAMETERS PART
 RATIO   5.00000007E-02
 TIME INTERVAL   1.14045640E-07
 MICELLE LENGTH   11.1683798    
 PLATAEU   172.557419    
 Le   1.18029057E-07
 Lp   7.99999995E-08
 DATA PART
   0.00000000       1.00000000    
   1.14045640E-07  0.951198816    
   2.28091281E-07  0.942093432    
   3.42136929E-07  0.936004996    
   4.56182562E-07  0.931306541    
   5.70228224E-07  0.927427530    
   6.84273857E-07  0.924099207    
   7.98319491E-07  0.921170950    
   9.12365124E-07  0.918535352    
   1.02641081E-06  0.916137695    
   1.14045645E-06  0.913949251    
   1.25450208E-06  0.911907256    
   1.36854771E-06  0.910007477    
   1.48259335E-06  0.908218682    
   1.59663898E-06  0.906530321    
   1.71068461E-06  0.904934227    
   1.82473025E-06  0.903412402    
   1.93877599E-06  0.901969135    
   2.05282163E-06  0.900581002    
   2.16686726E-06  0.899249494    
   2.28091290E-06  0.897970498    
   2.39495853E-06  0.896738291    
   2.50900416E-06  0.895549715    
   2.62304980E-06  0.894396245    
   2.73709543E-06  0.893286586    
   2.85114106E-06  0.892214775    
   2.96518670E-06  0.891182601    
   3.07923233E-06  0.890242279    
   3.19327796E-06  0.889346838    
   3.30732360E-06  0.888475895    
   3.42136923E-06  0.887630761    
   3.53541486E-06  0.886797309    
   3.64946050E-06  0.885995924    
   3.76350613E-06  0.885211349    
   3.87755199E-06  0.884441614    
   3.99159762E-06  0.883681118    
   4.10564326E-06  0.882928789    
   4.21968889E-06  0.882197797    
   4.33373452E-06  0.881491005    
   4.44778016E-06  0.880788743    
   4.56182579E-06  0.880108058    
   4.67587142E-06  0.879434943    
   4.78991706E-06  0.878769338    
   4.90396269E-06  0.878113747    
   5.01800832E-06  0.877477884    
   5.13205396E-06  0.876842737    
   5.24609959E-06  0.876233339    
   5.36014522E-06  0.875626981    
   5.47419086E-06  0.875041306    
   5.58823649E-06  0.874452710    
   5.70228212E-06  0.873866141    
   6.27251029E-06  0.871107578    
   6.84273846E-06  0.868524194    
   7.41296662E-06  0.866105616    
   7.98319525E-06  0.863813102    
   8.55342296E-06  0.861621857    
   9.12365158E-06  0.859562039    
   9.69387929E-06  0.857570708    
   1.02641079E-05  0.855660617    
   1.08343356E-05  0.853801608    
   1.14045642E-05  0.851996720    
   1.19747920E-05  0.850262463    
   1.25450206E-05  0.848556697    
   1.31152483E-05  0.846900344    
   1.36854769E-05  0.845317245    
   1.42557046E-05  0.843735099    
   1.48259332E-05  0.842216253    
   1.53961610E-05  0.840728521    
   1.59663905E-05  0.839232802    
   1.65366182E-05  0.837737143    
   1.71068459E-05  0.836302161    
   1.76770736E-05  0.834902763    
   1.82473032E-05  0.833529890    
   1.88175309E-05  0.832175910    
   1.93877586E-05  0.830871105    
   1.99579863E-05  0.829580188    
   2.05282158E-05  0.828308105    
   2.10984435E-05  0.827061355    
   2.16686713E-05  0.825822413    
   2.22389008E-05  0.824618578    
   2.28091285E-05  0.823429108    
   2.33793562E-05  0.822271943    
   2.39495839E-05  0.821139634    
   2.45198135E-05  0.820021033    
   2.50900412E-05  0.818937898    
   2.56602689E-05  0.817863643    
   2.62304966E-05  0.816803813    
   2.68007261E-05  0.815777600    
   2.73709538E-05  0.814781964    
   2.79411815E-05  0.813789606    
   2.85114093E-05  0.812794566    
   2.90816388E-05  0.811855733    
   2.96518665E-05  0.810921729    
   3.02220942E-05  0.809982598    
   3.07923219E-05  0.809073150    
   3.13625496E-05  0.808156371    
   3.19327810E-05  0.807252586    
   3.25030087E-05  0.806395113    
   3.30732364E-05  0.805553377    
   3.36434641E-05  0.804732621    
   3.42136918E-05  0.803909302    
   3.64946063E-05  0.800727189    
   3.87755172E-05  0.797731340    
   4.10564317E-05  0.794790864    
   4.33373425E-05  0.792053282    
   4.56182570E-05  0.789436877    
   4.78991678E-05  0.786918461    
   5.01800823E-05  0.784490228    
   5.24609932E-05  0.782133460    
   5.47419077E-05  0.779769778    
   5.70228185E-05  0.777467072    
   5.93037330E-05  0.775276482    
   6.15846438E-05  0.773114204    
   6.38655620E-05  0.771045625    
   6.61464728E-05  0.769000888    
   6.84273837E-05  0.767023265    
   7.07082945E-05  0.765115738    
   7.29892126E-05  0.763222456    
   7.52701235E-05  0.761306822    
   7.75510343E-05  0.759481847    
   7.98319452E-05  0.757649541    
   8.21128633E-05  0.755914330    
   8.43937742E-05  0.754149914    
   8.66746850E-05  0.752432287    
   8.89556031E-05  0.750729322    
   9.12365140E-05  0.749021471    
   9.35174248E-05  0.747367978    
   9.57983357E-05  0.745704949    
   9.80792538E-05  0.744085371    
