DWS Measurement v9.2.8
10/03/18 5:34:46 PM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	120
Echo Duration (s):	60
Wavelength (nm):	685.0
Temperature (°C):	24.98
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.329
Particle Radius (nm):	465.0
l* (microns):	993.60
Mean Count Rate (kHz):	172.4


Lag time (s)	g2-1

1.250000E-8	1.007090
2.500000E-8	0.995626
3.750000E-8	0.998370
5.000000E-8	1.000650
6.250000E-8	0.997471
7.500000E-8	1.003810
8.750000E-8	0.996896
1.000000E-7	0.995980
1.125000E-7	1.006600
1.250000E-7	0.999629
1.375000E-7	1.007150
1.500000E-7	0.998721
1.625000E-7	1.000100
1.750000E-7	0.998289
1.875000E-7	1.005370
2.000000E-7	1.004590
2.125000E-7	0.997103
2.375000E-7	1.001880
2.625000E-7	0.995291
2.875000E-7	1.000260
3.125000E-7	1.001230
3.375000E-7	0.996428
3.625000E-7	0.995303
3.875000E-7	0.993614
4.125000E-7	0.995742
4.625000E-7	1.004740
5.125000E-7	0.994536
5.625000E-7	0.997264
6.125000E-7	0.997129
6.625000E-7	1.000870
7.125000E-7	0.993319
7.625000E-7	0.998473
8.125000E-7	0.997681
9.125000E-7	0.999146
1.012500E-6	0.996298
1.112500E-6	0.993634
1.212500E-6	0.994312
1.312500E-6	0.997343
1.412500E-6	0.994493
1.512500E-6	0.999437
1.612500E-6	0.998745
1.812500E-6	0.999202
2.012500E-6	0.996889
2.212500E-6	0.996067
2.412500E-6	0.992852
2.612500E-6	0.991554
2.812500E-6	0.993314
3.012500E-6	0.994780
3.212500E-6	0.995486
3.612500E-6	0.993621
4.012500E-6	0.990225
4.412500E-6	0.991324
4.812500E-6	0.992882
5.212500E-6	0.991875
5.612500E-6	0.989487
6.012500E-6	0.987836
6.412500E-6	0.989942
7.212500E-6	0.987451
8.012500E-6	0.987807
8.812500E-6	0.985388
9.612500E-6	0.985181
1.041250E-5	0.984866
1.121250E-5	0.985076
1.201250E-5	0.982935
1.281250E-5	0.983425
1.441250E-5	0.982185
1.601250E-5	0.981012
1.761250E-5	0.980999
1.921250E-5	0.980454
2.081250E-5	0.979893
2.241250E-5	0.979316
2.401250E-5	0.977740
2.561250E-5	0.976375
2.881250E-5	0.974803
3.201250E-5	0.972827
3.521250E-5	0.972078
3.841250E-5	0.971799
4.161250E-5	0.970751
4.481250E-5	0.969538
4.801250E-5	0.967995
5.121250E-5	0.966998
5.761250E-5	0.965316
6.401250E-5	0.964325
7.041250E-5	0.962212
7.681250E-5	0.961776
8.321250E-5	0.961043
8.961250E-5	0.959272
9.601250E-5	0.958379
0.000102	0.957852
0.000115	0.955695
0.000128	0.954946
0.000141	0.953535
0.000154	0.952292
0.000166	0.951573
0.000179	0.950385
0.000192	0.949659
0.000205	0.948889
0.000230	0.947349
0.000256	0.946030
0.000282	0.944987
0.000307	0.944070
0.000333	0.943227
0.000358	0.942516
0.000384	0.941742
0.000410	0.941409
0.000461	0.940082
0.000512	0.939040
0.000563	0.938099
0.000614	0.937363
0.000666	0.936729
0.000717	0.935905
0.000768	0.935453
0.000819	0.934867
0.000922	0.933704
0.001024	0.932902
0.001126	0.932087
0.001229	0.931122
0.001331	0.930510
0.001434	0.929686
0.001536	0.929111
0.001638	0.928677
0.001843	0.927490
0.002048	0.926607
0.002253	0.925688
0.002458	0.925083
0.002662	0.924113
0.002867	0.923194
0.003072	0.922482
0.003277	0.921924
0.003686	0.920678
0.004096	0.919552
0.004506	0.918694
0.004915	0.917907
0.005325	0.917308
0.005734	0.916910
0.006144	0.916502
0.006554	0.916422
0.007373	0.916108
0.008192	0.915920
0.009011	0.915457
0.009830	0.914666
0.010650	0.913869
0.011469	0.912856
0.012288	0.911644
0.013107	0.911214
0.014746	0.910212
0.016384	0.909857
0.018022	0.909710
0.019661	0.908505
0.021299	0.906509
0.022938	0.904333
0.024576	0.902742
0.026214	0.902674
0.029491	0.901954
0.032768	0.900039
0.036045	0.898174
0.039322	0.896688
0.042598	0.893989
0.045875	0.892346
0.049152	0.892003
0.052429	0.891077
0.058982	0.887119
0.065536	0.883989
0.072090	0.880753
0.078643	0.876758
0.085197	0.873871
0.091750	0.870331
0.098304	0.866993
0.104858	0.865928
0.117965	0.859794
0.131072	0.853636
0.144179	0.847676
0.157286	0.841975
0.170394	0.836188
0.183501	0.830129
0.399815	0.747475
0.599722	0.684006
0.799630	0.627142
0.999537	0.575368
1.199450	0.527338
1.399350	0.482177
1.599260	0.442236
1.799170	0.406145
1.999070	0.371495
2.198980	0.340246
2.398890	0.310003
2.598800	0.283848
2.798700	0.260074
2.998610	0.237316
3.198520	0.216593
3.398430	0.197370
3.598330	0.180878
3.798240	0.165154
3.998150	0.151201
4.198060	0.137940
4.397960	0.126120
4.597870	0.115761
4.797780	0.105598
4.997690	0.096487
5.197590	0.088101
5.397500	0.080359
5.597410	0.074781
5.797320	0.067132
5.997220	0.064484
6.197130	0.058152
6.397040	0.052526
6.596950	0.050428
6.796850	0.046002
6.996760	0.041310
7.196670	0.038441
7.396580	0.034682
7.596480	0.032344
7.796390	0.030216
7.996300	0.027447
8.196210	0.024345
8.396110	0.023346
8.596020	0.021608
8.795930	0.019019
8.995830	0.016683
9.195740	0.013832
9.395650	0.012492
9.595560	0.010351
9.795470	0.008368
9.995370	0.006995
10.195300	0.006725
10.395200	0.004863
10.595100	0.002707
10.795000	0.001953
10.994900	0.001826
11.194800	0.001148
11.394700	0.000200
11.594600	-0.000558
11.794500	0.000546
11.994400	-0.001168
12.194400	-0.000135
12.394300	-0.000283
12.594200	-0.001968
12.794100	-0.000412


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

13.381000	124.910207
20.350000	169.775598
27.311000	238.685654
34.092000	202.029996
41.061000	161.852334
48.031000	128.102517
54.991000	91.614047
61.961000	101.141848
68.919000	55.073579
75.889000	436.123544
82.841000	43.701330
89.800000	91.854962
96.571000	119.770316
103.540000	84.204695
110.510000	168.325608
117.470000	43.200265
124.438000	270.473010
125.067146	169.316905
126.115722	169.074368
127.164298	168.592214
128.003158	169.424191
129.051734	171.216614
130.100310	171.889199
131.148886	168.949781
132.197462	170.266998
133.246038	172.207630
134.084899	170.866674
135.133475	170.288018
136.182051	169.860667
137.230627	167.611586
138.279203	166.940710
139.327779	167.206326
140.376355	167.114922
141.424931	169.509630
142.473507	169.009181
143.312368	169.046889
144.360944	170.741673
145.409520	169.470082
146.458096	169.627482
147.506672	169.629003
148.555248	170.342991
149.603824	168.934603
150.652400	167.695774
151.700976	164.500801
152.539837	168.432363
153.588413	166.107146
154.636989	167.323999
155.685565	167.317119
156.734141	166.605447
157.782717	168.001255
158.831293	169.582273
159.879869	169.681560
160.928445	168.097092
161.767306	169.626938
162.815882	168.147999
163.864458	165.986868
164.913034	167.289479
165.961610	166.974289
167.010186	166.012839
168.058762	167.836751
169.107338	169.740896
170.155914	166.921434
171.204490	167.790348
172.043350	167.627430
173.091926	168.611153
174.140502	169.060152
175.189078	166.367360
176.237654	166.841553
177.286230	167.303833
178.334806	166.646246
179.383382	167.999477
180.431958	166.272891
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000

Measurement Notes:

