DWS Measurement v9.2.8 
08/22/18 10:37:15 AM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	120
Echo Duration (s):	60
Wavelength (nm):	685.0
Temperature (°C):	25.00
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.329
Particle Radius (nm):	465.0
l* (microns):	971.64
Mean Count Rate (kHz):	168.3


Lag time (s)	g2-1

1.250000E-8	1.000007
2.500000E-8	1.001149
3.750000E-8	1.003118
5.000000E-8	0.999551
6.250000E-8	1.006839
7.500000E-8	0.987648
8.750000E-8	0.999649
1.000000E-7	1.001259
1.125000E-7	0.996381
1.250000E-7	1.000987
1.375000E-7	1.000691
1.500000E-7	1.004326
1.625000E-7	0.996572
1.750000E-7	0.997506
1.875000E-7	1.000654
2.000000E-7	1.002471
2.125000E-7	1.002176
2.375000E-7	1.008108
2.625000E-7	1.001610
2.875000E-7	1.002343
3.125000E-7	0.991997
3.375000E-7	0.994694
3.625000E-7	0.998782
3.875000E-7	0.994432
4.125000E-7	0.994147
4.625000E-7	1.001576
5.125000E-7	0.998512
5.625000E-7	0.996940
6.125000E-7	0.998339
6.625000E-7	0.995102
7.125000E-7	0.990102
7.625000E-7	0.992133
8.125000E-7	0.992114
9.125000E-7	0.991672
1.012500E-6	0.992892
1.112500E-6	0.990542
1.212500E-6	0.991656
1.312500E-6	0.992686
1.412500E-6	0.993762
1.512500E-6	0.993781
1.612500E-6	0.993003
1.812500E-6	0.996285
2.012500E-6	0.994121
2.212500E-6	0.990836
2.412500E-6	0.988726
2.612500E-6	0.990573
2.812500E-6	0.990785
3.012500E-6	0.990181
3.212500E-6	0.992031
3.612500E-6	0.992827
4.012500E-6	0.988977
4.412500E-6	0.987729
4.812500E-6	0.990875
5.212500E-6	0.989209
5.612500E-6	0.984770
6.012500E-6	0.985472
6.412500E-6	0.986300
7.212500E-6	0.984186
8.012500E-6	0.984191
8.812500E-6	0.979713
9.612500E-6	0.981723
1.041250E-5	0.982103
1.121250E-5	0.980333
1.201250E-5	0.978819
1.281250E-5	0.978401
1.441250E-5	0.977885
1.601250E-5	0.975783
1.761250E-5	0.975280
1.921250E-5	0.974350
2.081250E-5	0.974178
2.241250E-5	0.972664
2.401250E-5	0.970522
2.561250E-5	0.970126
2.881250E-5	0.967222
3.201250E-5	0.965772
3.521250E-5	0.964957
3.841250E-5	0.964142
4.161250E-5	0.963038
4.481250E-5	0.961900
4.801250E-5	0.960043
5.121250E-5	0.958669
5.761250E-5	0.957858
6.401250E-5	0.955759
7.041250E-5	0.953386
7.681250E-5	0.952401
8.321250E-5	0.951077
8.961250E-5	0.949019
9.601250E-5	0.948642
0.000102	0.947744
0.000115	0.945575
0.000128	0.943904
0.000141	0.942107
0.000154	0.940862
0.000166	0.939736
0.000179	0.938153
0.000192	0.936490
0.000205	0.936235
0.000230	0.934109
0.000256	0.932462
0.000282	0.931443
0.000307	0.929756
0.000333	0.928497
0.000358	0.927367
0.000384	0.926388
0.000410	0.925434
0.000461	0.923936
0.000512	0.922278
0.000563	0.920933
0.000614	0.919686
0.000666	0.918588
0.000717	0.917566
0.000768	0.916513
0.000819	0.915823
0.000922	0.913838
0.001024	0.912550
0.001126	0.911039
0.001229	0.909841
0.001331	0.908603
0.001434	0.907448
0.001536	0.906554
0.001638	0.905553
0.001843	0.904005
0.002048	0.902321
0.002253	0.900918
0.002458	0.899664
0.002662	0.898546
0.002867	0.897274
0.003072	0.896362
0.003277	0.895670
0.003686	0.893979
0.004096	0.892211
0.004506	0.890756
0.004915	0.889555
0.005325	0.888732
0.005734	0.887838
0.006144	0.887091
0.006554	0.886667
0.007373	0.885495
0.008192	0.884081
0.009011	0.882924
0.009830	0.881955
0.010650	0.880751
0.011469	0.879334
0.012288	0.878072
0.013107	0.877477
0.014746	0.876017
0.016384	0.875010
0.018022	0.874118
0.019661	0.872855
0.021299	0.870920
0.022938	0.868921
0.024576	0.867275
0.026214	0.866512
0.029491	0.864848
0.032768	0.862640
0.036045	0.860562
0.039322	0.859419
0.042598	0.857285
0.045875	0.855501
0.049152	0.854118
0.052429	0.853428
0.058982	0.849796
0.065536	0.846819
0.072090	0.844346
0.078643	0.841508
0.085197	0.839277
0.091750	0.836712
0.098304	0.833981
0.104858	0.833708
0.117965	0.828638
0.131072	0.822550
0.144179	0.817076
0.157286	0.812761
0.170394	0.807949
0.183501	0.803173
0.399814	0.743943
0.599722	0.692549
0.799629	0.643074
0.999536	0.596257
1.199443	0.552760
1.399351	0.512133
1.599258	0.474740
1.799165	0.439478
1.999072	0.407662
2.198980	0.377205
2.398887	0.348164
2.598794	0.321730
2.798701	0.299250
2.998609	0.275941
3.198516	0.253276
3.398423	0.234393
3.598330	0.218693
3.798238	0.199154
3.998145	0.185710
4.198052	0.171329
4.397959	0.156536
4.597867	0.145594
4.797774	0.135043
4.997681	0.126875
5.197588	0.117393
5.397496	0.108279
5.597403	0.099798
5.797310	0.093398
5.997217	0.087795
6.197125	0.081789
6.397032	0.076016
6.596939	0.071726
6.796846	0.066868
6.996754	0.062389
7.196661	0.056946
7.396568	0.053868
7.596475	0.048239
7.796383	0.047797
7.996290	0.043936
8.196197	0.039483
8.396104	0.039753
8.596011	0.036912
8.795919	0.033538
8.995826	0.033379
9.195733	0.029517
9.395640	0.027804
9.595548	0.027477
9.795455	0.024783
9.995362	0.022012
10.195269	0.020256
10.395177	0.016633
10.595084	0.015728
10.794991	0.013637
10.994898	0.011934
11.194806	0.009747
11.394713	0.007343
11.594620	0.008295
11.794527	0.005318
11.994435	0.004291
12.194342	0.001715
12.394249	0.003632
12.594156	0.003201
12.794064	0.002030


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

6.426000	69.701833
13.395000	153.728721
20.354000	71.953697
27.326000	317.894152
34.294000	59.147821
41.254000	197.206221
48.224000	363.995150
55.184000	63.479297
62.154000	136.672714
69.113000	51.967219
76.084000	110.687524
83.053000	74.398655
90.013000	81.244376
96.984000	358.056887
103.944000	92.631863
110.912000	196.278260
117.873000	46.406241
124.842000	419.949212
125.471146	166.920740
126.519722	166.397746
127.568298	168.796063
128.407158	170.997732
129.455734	168.953002
130.504310	166.700114
131.552886	166.942654
132.601462	167.751093
133.650038	167.130359
134.488899	167.255030
135.537475	171.210292
136.586051	169.295145
137.634627	169.588076
138.683203	169.411048
139.731779	168.981441
140.780355	168.560015
141.828931	168.546218
142.877507	168.738787
143.716368	168.052003
144.764944	168.488992
145.813520	168.751698
146.862096	165.880058
147.910672	167.840539
148.959248	165.573712
150.007824	166.220946
151.056400	168.414137
152.104976	168.306166
153.153552	168.978241
153.992413	170.920153
155.040989	169.462600
156.089565	172.902199
157.138141	171.810904
158.186717	168.857555
159.235293	168.254121
160.283869	169.024377
161.332445	170.684339
162.381021	170.991270
163.429597	172.398185
164.478173	169.035270
165.526749	169.906524
166.365610	170.711606
167.414186	168.464948
168.462762	168.806775
169.511338	167.970218
170.559914	169.333601
171.608490	169.940717
172.657066	171.080664
173.705642	171.515016
174.754218	173.595996
175.802794	175.314247
176.641654	173.954514
177.690230	171.450435
178.738806	170.607082
179.787382	169.846034
180.835958	171.175233
181.884534	171.376960
182.933110	171.063769
183.981686	171.603992

Measurement Notes:

