DWS Measurement v9.2.8 
08/21/18 1:43:28 PM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	45
Echo Duration (s):	45
Wavelength (nm):	685.0
Temperature (°C):	30.06
Cuvette Thickness (mm):	5.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.329
Particle Radius (nm):	300.0
l* (microns):	990.39
Mean Count Rate (kHz):	771.0


Lag time (s)	g2-1

1.250000E-8	1.001482
2.500000E-8	1.000819
3.750000E-8	0.998948
5.000000E-8	1.002893
6.250000E-8	0.998976
7.500000E-8	0.996630
8.750000E-8	0.999944
1.000000E-7	0.998658
1.125000E-7	1.001026
1.250000E-7	1.002730
1.375000E-7	0.999209
1.500000E-7	1.001207
1.625000E-7	1.007058
1.750000E-7	0.995454
1.875000E-7	0.998314
2.000000E-7	0.998419
2.125000E-7	1.000422
2.375000E-7	0.999880
2.625000E-7	0.997470
2.875000E-7	0.998886
3.125000E-7	1.000841
3.375000E-7	1.000472
3.625000E-7	0.999738
3.875000E-7	1.000599
4.125000E-7	0.999643
4.625000E-7	0.999597
5.125000E-7	1.000551
5.625000E-7	0.999391
6.125000E-7	0.999924
6.625000E-7	0.993767
7.125000E-7	1.000885
7.625000E-7	0.999107
8.125000E-7	0.999567
9.125000E-7	0.998247
1.012500E-6	0.997035
1.112500E-6	0.997103
1.212500E-6	0.998222
1.312500E-6	0.997761
1.412500E-6	0.997076
1.512500E-6	0.997692
1.612500E-6	0.996757
1.812500E-6	0.996155
2.012500E-6	0.997919
2.212500E-6	0.995978
2.412500E-6	0.996005
2.612500E-6	0.995739
2.812500E-6	0.996092
3.012500E-6	0.996281
3.212500E-6	0.996182
3.612500E-6	0.994500
4.012500E-6	0.994317
4.412500E-6	0.993141
4.812500E-6	0.993832
5.212500E-6	0.992711
5.612500E-6	0.991501
6.012500E-6	0.992082
6.412500E-6	0.991426
7.212500E-6	0.990058
8.012500E-6	0.989766
8.812500E-6	0.988968
9.612500E-6	0.988295
1.041250E-5	0.987525
1.121250E-5	0.987311
1.201250E-5	0.986234
1.281250E-5	0.985710
1.441250E-5	0.984904
1.601250E-5	0.984075
1.761250E-5	0.982660
1.921250E-5	0.982071
2.081250E-5	0.981227
2.241250E-5	0.980446
2.401250E-5	0.979725
2.561250E-5	0.978663
2.881250E-5	0.977163
3.201250E-5	0.975667
3.521250E-5	0.974821
3.841250E-5	0.973850
4.161250E-5	0.972662
4.481250E-5	0.971308
4.801250E-5	0.970682
5.121250E-5	0.969562
5.761250E-5	0.967787
6.401250E-5	0.966329
7.041250E-5	0.964604
7.681250E-5	0.963661
8.321250E-5	0.962374
8.961250E-5	0.961284
9.601250E-5	0.959931
0.000102	0.958911
0.000115	0.957234
0.000128	0.955591
0.000141	0.954236
0.000154	0.952950
0.000166	0.951841
0.000179	0.950548
0.000192	0.949554
0.000205	0.948691
0.000230	0.947094
0.000256	0.945642
0.000282	0.944103
0.000307	0.942908
0.000333	0.941858
0.000358	0.940695
0.000384	0.939946
0.000410	0.938987
0.000461	0.937489
0.000512	0.936279
0.000563	0.935173
0.000614	0.934251
0.000666	0.933269
0.000717	0.932320
0.000768	0.931655
0.000819	0.931042
0.000922	0.929720
0.001024	0.928751
0.001126	0.927705
0.001229	0.927009
0.001331	0.926087
0.001434	0.925351
0.001536	0.924621
0.001638	0.924218
0.001843	0.923192
0.002048	0.921873
0.002253	0.921061
0.002458	0.920314
0.002662	0.919694
0.002867	0.919086
0.003072	0.918598
0.003277	0.918277
0.003686	0.917052
0.004096	0.916038
0.004506	0.914914
0.004915	0.913780
0.005325	0.913066
0.005734	0.912593
0.006144	0.911877
0.006554	0.911467
0.007373	0.910158
0.008192	0.909146
0.009011	0.908179
0.009830	0.907608
0.010650	0.906506
0.011469	0.905789
0.012288	0.905163
0.013107	0.905107
0.014746	0.904025
0.016384	0.904079
0.018022	0.903686
0.019661	0.902440
0.021299	0.901020
0.022938	0.899434
0.024576	0.897849
0.026214	0.897228
0.029491	0.894473
0.032768	0.893549
0.036045	0.892531
0.039322	0.891439
0.042598	0.889469
0.045875	0.885714
0.049152	0.883380
0.052429	0.885207
0.058982	0.883262
0.065536	0.878338
0.072090	0.874831
0.078643	0.872730
0.085197	0.867520
0.091750	0.863881
0.098304	0.861399
0.104858	0.860785
0.117965	0.852501
0.131072	0.843345
0.144179	0.835039
0.157286	0.827015
0.170394	0.818041
0.183501	0.809779
0.399815	0.718755
0.599722	0.642356
0.799630	0.568180
0.999537	0.506471
1.199445	0.451820
1.399352	0.405655
1.599260	0.366831
1.799167	0.329983
1.999075	0.300337
2.198982	0.273010
2.398890	0.249625
2.598797	0.230140
2.798705	0.211040
2.998612	0.195139
3.198520	0.181515
3.398427	0.168823
3.598335	0.157415
3.798242	0.145806
3.998150	0.135065
4.198057	0.126696
4.397965	0.116924
4.597872	0.110165
4.797780	0.103312
4.997687	0.097377
5.197595	0.091272
5.397502	0.087064
5.597410	0.081571
5.797317	0.076396
5.997225	0.072870
6.197132	0.069037
6.397040	0.066245
6.596947	0.062831
6.796855	0.058806
6.996762	0.055098
7.196670	0.050560
7.396577	0.048322
7.596485	0.047791
7.796392	0.045508
7.996300	0.043222
8.196207	0.041614
8.396115	0.039305
8.596022	0.037327
8.795930	0.035728
8.995837	0.035985
9.195745	0.036613
9.395652	0.035418
9.595560	0.035072
9.795467	0.033365
9.995375	0.031517
10.195282	0.030985
10.395190	0.029425
10.595097	0.027550
10.795005	0.026202
10.994912	0.025217
11.194820	0.024184
11.394727	0.023643
11.594635	0.023561
11.794542	0.023579
11.994449	0.020228
12.194357	0.021906
12.394264	0.021683
12.594172	0.020613
12.794079	0.020123


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

6.417000	722.459871
13.377000	873.940236
20.337000	1185.844584
27.307000	239.697979
34.268000	355.892148
41.237000	536.025393
48.006000	418.476697
48.635146	771.532927
49.683722	784.339494
50.732298	772.877914
51.571158	776.845132
52.619734	767.815084
53.668310	774.757435
54.716886	766.609533
55.765462	773.052834
56.814038	767.859544
57.652899	767.655828
58.701475	791.455967
59.750051	775.145075
60.798627	783.503398
61.847203	789.134105
62.895779	784.126333
63.944355	777.857071
64.992931	777.144999
66.041507	765.386180
66.880368	768.512072
67.928944	770.988313
68.977520	774.494639
70.026096	765.573262
71.074672	757.723186
72.123248	770.329690
73.171824	776.034164
74.220400	776.755369
75.268976	786.554259
76.317552	793.021437
77.156413	771.503352
78.204989	769.676001
79.253565	768.410601
80.302141	771.488900
81.350717	773.012331
82.399293	769.016012
83.447869	765.769112
84.496445	756.290032
85.545021	767.292347
86.593597	759.799739
87.642173	769.854715
88.481034	783.246703
89.529610	780.961390
90.578186	770.796104
91.626762	767.469576
92.675338	758.880715

Measurement Notes:

