DWS Measurement v9.2.8 
08/22/18 5:52:48 PM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	120
Echo Duration (s):	60
Wavelength (nm):	685.0
Temperature (°C):	35.01
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.329
Particle Radius (nm):	465.0
l* (microns):	950.38
Mean Count Rate (kHz):	167.7


Lag time (s)	g2-1

1.25E-08	 1.00548
 2.5E-08	 1.00214
3.75E-08	0.984849
   5E-08	0.998157
6.25E-08	 1.00316
 7.5E-08	0.995018
8.75E-08	 1.00432
   1E-07	 1.00686
1.125E-07	0.991919
1.25E-07	 1.00435
1.375E-07	 1.00496
 1.5E-07	0.996417
1.625E-07	 1.00742
1.75E-07	 1.00135
1.875E-07	0.998555
   2E-07	 1.00221
2.125E-07	0.998981
2.375E-07	 1.00196
2.625E-07	0.993509
2.875E-07	0.993691
3.125E-07	0.999473
3.375E-07	  1.0037
3.625E-07	0.995197
3.875E-07	 1.00008
4.125E-07	0.998825
4.625E-07	0.996021
5.125E-07	0.997302
5.625E-07	0.994063
6.125E-07	0.995415
6.625E-07	0.997756
7.125E-07	 1.00086
7.625E-07	0.991898
8.125E-07	0.992455
9.125E-07	0.997081
1.0125E-06	0.992652
1.1125E-06	 0.99471
1.2125E-06	0.995958
1.3125E-06	0.993035
1.4125E-06	0.996179
1.5125E-06	0.998206
1.6125E-06	0.996387
1.8125E-06	0.995666
2.0125E-06	0.996283
2.2125E-06	0.993771
2.4125E-06	0.994455
2.6125E-06	0.991192
2.8125E-06	0.992269
3.0125E-06	0.992969
3.2125E-06	0.993304
3.6125E-06	0.992416
4.0125E-06	0.989497
4.4125E-06	0.988913
4.8125E-06	0.990405
5.2125E-06	0.989318
5.6125E-06	0.987075
6.0125E-06	0.987118
6.4125E-06	0.987598
7.2125E-06	0.985897
8.0125E-06	0.985098
8.8125E-06	0.982955
9.6125E-06	0.983153
1.04125E-05	 0.98187
1.12125E-05	 0.98168
1.20125E-05	0.980336
1.28125E-05	0.980558
1.44125E-05	0.980045
1.60125E-05	0.979621
1.76125E-05	0.978376
1.92125E-05	 0.97777
2.08125E-05	0.977483
2.24125E-05	0.976325
2.40125E-05	0.975369
2.56125E-05	0.973943
2.88125E-05	0.972492
3.20125E-05	0.970876
3.52125E-05	0.970464
3.84125E-05	0.969685
4.16125E-05	0.968816
4.48125E-05	0.967548
4.80125E-05	0.965804
5.12125E-05	0.965348
5.76125E-05	0.964776
6.40125E-05	0.963476
7.04125E-05	 0.96167
7.68125E-05	0.961089
8.32125E-05	0.960174
8.96125E-05	0.958862
9.60125E-05	0.958052
0.000102	0.957245
0.000115	 0.95601
0.000128	 0.95497
0.000141	0.954201
0.000154	0.953582
0.000166	0.952673
0.000179	0.951464
0.000192	0.950919
0.000205	0.950528
 0.00023	0.949307
0.000256	0.948233
0.000282	0.947732
0.000307	0.946764
0.000333	0.946001
0.000358	0.945446
0.000384	0.944808
 0.00041	0.944223
0.000461	0.943329
0.000512	0.942275
0.000563	0.941531
0.000614	0.940694
0.000666	0.940131
0.000717	0.939522
0.000768	0.938831
0.000819	 0.93846
0.000922	0.937294
0.001024	0.936601
0.001126	0.935578
0.001229	0.934694
0.001331	0.934013
0.001434	0.933256
0.001536	0.932576
0.001638	 0.93218
0.001843	0.930937
0.002048	0.929763
0.002253	0.928717
0.002458	0.927645
0.002662	0.926727
0.002867	0.925665
0.003072	0.924704
0.003277	0.924257
0.003686	0.922667
0.004096	0.921094
0.004506	0.919693
0.004915	  0.9183
0.005325	0.917046
0.005734	0.915744
0.006144	0.914528
0.006554	0.913913
0.007373	0.911625
0.008192	0.909326
0.009011	0.906845
 0.00983	0.904508
 0.01065	0.901898
0.011469	0.899328
0.012288	0.896778
0.013107	0.895456
0.014746	0.890732
0.016384	 0.88614
0.018022	0.881687
0.019661	0.877278
0.021299	0.872567
0.022938	0.867926
0.024576	0.863333
0.026214	0.861129
0.029491	0.852275
0.032768	0.843395
0.036045	0.834505
0.039322	0.825602
0.042598	0.816547
0.045875	0.807389
0.049152	0.798455
0.052429	0.793351
0.058982	0.774792
0.065536	0.756391
 0.07209	 0.73821
0.078643	0.720217
0.085197	0.703007
 0.09175	0.685952
0.098304	0.669547
0.104858	0.660053
0.117965	0.628738
0.131072	0.598597
0.144179	0.569286
0.157286	0.540796
0.170394	 0.51442
0.183501	0.489517
0.399815	0.213641
0.599722	0.106546
 0.79963	0.0563825
0.999537	0.031454
 1.19945	0.0200635
 1.39935	0.0150635
 1.59926	0.010447
 1.79917	0.007552
 1.99907	0.006603
 2.19898	0.0046665
 2.39889	0.003152
  2.5988	0.002388
  2.7987	0.004294
 2.99861	0.0061705
 3.19852	0.0039885
 3.39843	0.0036175
 3.59833	0.004463
 3.79824	0.0035355
 3.99815	0.005088
 4.19806	0.0049365
 4.39796	0.0067365
 4.59787	 0.00547
 4.79778	0.0054385
 4.99768	0.0055975
 5.19759	0.002641
  5.3975	0.0029265
 5.59741	0.003614
 5.79732	0.004107
 5.99722	0.0041935
 6.19713	0.0011055
 6.39704	0.001241
 6.59694	 0.00269
 6.79685	0.0009175
 6.99676	0.0037685
 7.19667	0.004821
 7.39657	0.0052475
 7.59648	 0.00676
 7.79639	0.0050855
  7.9963	0.004255
  8.1962	0.0047575
 8.39611	0.004559
 8.59602	0.005777
 8.79593	0.004045
 8.99583	0.004567
 9.19574	0.004944
 9.39565	0.006198
 9.59556	0.009973
 9.79546	0.0073845
 9.99537	0.009079
 10.1953	0.0097035
 10.3952	0.0078695
 10.5951	0.004545
  10.795	0.005551
 10.9949	0.004835
 11.1948	0.0050515
 11.3947	0.004848
 11.5946	0.0056825
 11.7945	 0.00763
 11.9944	 0.00719
 12.1944	0.004474
 12.3943	0.006214
 12.5942	0.0073405
 12.7941	0.005157


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

  6.425000	337.764409
 13.395000	105.767089
 20.355000	156.695910
 27.324000	143.095501
 34.094000	105.627683
 41.064000	252.173420
 48.035000	171.659201
 55.004000	159.376181
 61.963000	162.127821
 68.934000	198.861182
 75.894000	133.405472
 82.864000	160.257774
 89.834000	172.540549
 96.794000	275.774352
103.763000	167.537028
110.534000	209.287496
117.502000	175.987864
124.474000	170.801901
125.103146	169.078105
126.151722	167.648948
127.200298	166.305379
128.039158	168.327510
129.087734	168.622702
130.136310	165.844273
131.184886	164.989715
132.233462	168.035268
133.282038	166.337596
134.120899	169.088533
135.169475	166.613378
136.218051	167.810760
137.266627	169.141940
138.315203	168.160102
139.363779	170.757165
140.202640	168.252277
141.251216	169.887121
142.299792	170.274796
143.348368	166.260167
144.396944	169.735947
145.445520	169.538342
146.494096	167.597646
147.332957	165.313348
148.381533	168.449633
149.430109	167.813927
150.478685	167.347373
151.527261	168.853620
152.575837	164.784276
153.414698	167.177334
154.463274	166.355591
155.511850	167.928856
156.560426	169.815810
157.609002	167.592207
158.657578	166.510807
159.706154	166.595152
160.545014	167.935772
161.593590	166.618847
162.642166	169.667335
163.690742	168.072347
164.739318	169.687831
165.787894	168.042583
166.836470	170.745554
167.675331	170.620261
168.723907	168.806384
169.772483	167.834407
170.821059	167.760623
171.869635	168.893631
172.918211	169.427894
173.966787	169.133443
174.805648	170.608313
175.854224	168.349315
176.902800	169.325297
177.951376	169.322934
178.999952	168.360711
180.048528	168.645941
181.097104	168.264163

Measurement notes:

