DWS Measurement v9.2.8 
08/16/18 4:23:11 PM

Correlation Mode:	Cross
Geometry:	Transmission
Analysis Type:	DWS MicroRheology
Multi-Tau Duration (s):	30
Echo Duration (s):	30
Wavelength (nm):	685.0
Temperature (°C):	40.08
Cuvette Thickness (mm):	10.00
Absorption Length (mm):	Inf
Solvent:	Water
Solvent Refractive Index:	1.328
Particle Radius (nm):	465.0
l* (microns):	1046.55
Mean Count Rate (kHz):	182.9


Lag time (s)	g2-1

1.250000E-8	1.002739
2.500000E-8	0.996305
3.750000E-8	0.991220
5.000000E-8	0.996459
6.250000E-8	1.023033
7.500000E-8	1.015444
8.750000E-8	1.009311
1.000000E-7	0.997277
1.125000E-7	1.010604
1.250000E-7	0.991568
1.375000E-7	0.992269
1.500000E-7	0.988097
1.625000E-7	0.983892
1.750000E-7	1.017468
1.875000E-7	1.003080
2.000000E-7	0.984660
2.125000E-7	0.984010
2.375000E-7	1.013512
2.625000E-7	0.994386
2.875000E-7	0.988852
3.125000E-7	1.024364
3.375000E-7	0.992117
3.625000E-7	0.992255
3.875000E-7	1.002017
4.125000E-7	0.996291
4.625000E-7	0.996813
5.125000E-7	1.002332
5.625000E-7	1.004053
6.125000E-7	0.992028
6.625000E-7	0.995525
7.125000E-7	0.999888
7.625000E-7	0.991137
8.125000E-7	0.991328
9.125000E-7	0.987889
1.012500E-6	0.998596
1.112500E-6	0.996342
1.212500E-6	0.990858
1.312500E-6	0.986716
1.412500E-6	0.987420
1.512500E-6	0.996675
1.612500E-6	0.994404
1.812500E-6	0.991612
2.012500E-6	0.993239
2.212500E-6	0.989133
2.412500E-6	0.993566
2.612500E-6	0.983287
2.812500E-6	0.988072
3.012500E-6	0.988098
3.212500E-6	0.991373
3.612500E-6	0.988163
4.012500E-6	0.987891
4.412500E-6	0.987860
4.812500E-6	0.986733
5.212500E-6	0.980411
5.612500E-6	0.981680
6.012500E-6	0.985348
6.412500E-6	0.981557
7.212500E-6	0.981165
8.012500E-6	0.982440
8.812500E-6	0.977600
9.612500E-6	0.975427
1.041250E-5	0.972328
1.121250E-5	0.978553
1.201250E-5	0.973576
1.281250E-5	0.971568
1.441250E-5	0.970519
1.601250E-5	0.969102
1.761250E-5	0.971379
1.921250E-5	0.966968
2.081250E-5	0.968343
2.241250E-5	0.965893
2.401250E-5	0.962593
2.561250E-5	0.961743
2.881250E-5	0.960687
3.201250E-5	0.957727
3.521250E-5	0.956983
3.841250E-5	0.955479
4.161250E-5	0.953734
4.481250E-5	0.952543
4.801250E-5	0.949800
5.121250E-5	0.949354
5.761250E-5	0.947549
6.401250E-5	0.945150
7.041250E-5	0.942594
7.681250E-5	0.940506
8.321250E-5	0.941013
8.961250E-5	0.938207
9.601250E-5	0.937795
0.000102	0.936705
0.000115	0.934017
0.000128	0.931845
0.000141	0.929613
0.000154	0.929273
0.000166	0.927979
0.000179	0.926040
0.000192	0.925225
0.000205	0.923423
0.000230	0.921715
0.000256	0.919520
0.000282	0.917159
0.000307	0.916893
0.000333	0.914926
0.000358	0.912887
0.000384	0.912201
0.000410	0.911044
0.000461	0.908061
0.000512	0.906220
0.000563	0.904607
0.000614	0.902964
0.000666	0.901062
0.000717	0.899662
0.000768	0.898690
0.000819	0.897444
0.000922	0.894668
0.001024	0.892656
0.001126	0.890142
0.001229	0.888196
0.001331	0.886185
0.001434	0.884928
0.001536	0.883505
0.001638	0.882047
0.001843	0.878435
0.002048	0.875485
0.002253	0.872928
0.002458	0.870514
0.002662	0.868236
0.002867	0.865731
0.003072	0.862958
0.003277	0.860989
0.003686	0.856363
0.004096	0.852247
0.004506	0.847740
0.004915	0.843201
0.005325	0.839541
0.005734	0.836415
0.006144	0.833118
0.006554	0.830180
0.007373	0.824261
0.008192	0.819020
0.009011	0.814282
0.009830	0.810656
0.010650	0.807466
0.011469	0.805815
0.012288	0.805136
0.013107	0.805504
0.014746	0.807893
0.016384	0.810210
0.018022	0.810151
0.019661	0.806741
0.021299	0.800133
0.022938	0.790991
0.024576	0.781262
0.026214	0.771181
0.029491	0.753990
0.032768	0.747940
0.036045	0.749183
0.039322	0.747750
0.042598	0.735522
0.045875	0.716500
0.049152	0.701122
0.052429	0.697098
0.058982	0.690376
0.065536	0.665305
0.072090	0.644762
0.078643	0.638466
0.085197	0.616344
0.091750	0.597629
0.098304	0.592426
0.104858	0.575417
0.117965	0.544319
0.131072	0.511147
0.144179	0.483391
0.157286	0.458660
0.170394	0.434106
0.183501	0.412476
0.399815	0.167613
0.599722	0.065940
0.799630	0.023361
0.999537	0.012222
1.199444	0.004367
1.399352	0.004791
1.599259	-0.001134
1.799166	-0.000310
1.999074	-5.982299E-5
2.198981	0.004826
2.398889	0.001316
2.598796	0.002567
2.798703	0.004746
2.998611	0.001778
3.198518	0.001436
3.398425	0.001725
3.598333	0.005874
3.798240	0.003087
3.998148	0.003152
4.198055	0.000440
4.397962	0.002858
4.597870	0.002757
4.797777	0.005377
4.997684	0.000970
5.197592	0.000809
5.397499	0.000764
5.597407	-0.001803
5.797314	-0.001330
5.997221	-0.001395
6.197129	-0.001207
6.397036	-0.001116
6.596943	-0.004828
6.796851	-0.005212
6.996758	-0.004366
7.196666	-0.002568
7.396573	0.001542
7.596480	0.002074
7.796388	0.002171
7.996295	-0.000818
8.196202	-0.002732
8.396110	-0.001081
8.596017	-0.002918
8.795925	-0.001313
8.995832	-0.003408
9.195739	-0.003056
9.395647	-0.000888
9.595554	-0.003286
9.795462	0.002268
9.995369	0.000910
10.195276	-0.000608
10.395184	0.002360
10.595091	0.001098
10.794998	-8.677685E-5
10.994906	-0.000271
11.194813	-0.000214
11.394721	-0.003328
11.594628	0.002035
11.794535	0.004192
11.994443	-0.000643
12.194350	-0.003081
12.394257	-0.006799
12.594165	-0.003142
12.794072	-0.002824


Count Rate  History (kHz) 
Elapsed Time (s)	Count Rate (kHz)

6.420000	175.067968
13.379000	189.891111
20.338000	180.826830
27.300000	257.700521
34.269000	223.921812
34.898146	184.168649
35.946722	182.379547
36.995298	181.033074
37.834158	182.079414
38.882734	182.627341
39.931310	183.730426
40.979886	182.818571
42.028462	182.242321
43.077038	178.926597
43.915899	185.379973
44.964475	181.476145
46.013051	184.232039
47.061627	183.681194
48.110203	183.717291
49.158779	182.899708
49.997640	178.463321
51.046216	184.915368
52.094792	184.551416
53.143368	181.024449
54.191944	183.609415
55.240520	184.141353
56.289096	182.764980
57.127957	184.601443
58.176533	185.002953
59.225109	186.357486
60.273685	184.464406
61.322261	182.076738
62.370837	183.067277
63.419413	181.183270

Measurement Notes:

